Row ID,Row Name,Attack Element Correct ID
8050000,Zamor Curved Sword,10000
8060000,Omen Cleaver,10000
8060100,Heavy Omen Cleaver,10000
8060200,Keen Omen Cleaver,10000
8060300,Quality Omen Cleaver,10000
8060400,Fire Omen Cleaver,10005
8060500,Flame Art Omen Cleaver,10000
8060600,Lightning Omen Cleaver,10000
8060700,Sacred Omen Cleaver,10000
8060800,Magic Omen Cleaver,10000
8060900,Cold Omen Cleaver,10000
8061000,Poison Omen Cleaver,10013
8061100,Blood Omen Cleaver,10013
8061200,Occult Omen Cleaver,10013
8070000,Monk's Flameblade,10000
8070100,Monk's Heavy Flameblade,10000
8070200,Monk's Keen Flameblade,10000
8070300,Monk's Quality Flameblade,10000
8070400,Monk's Fire Flameblade,10005
8070500,Monk's Flame Art Flameblade,10000
8070600,Monk's Lightning Flameblade,10000
8070700,Monk's Sacred Flameblade,10000
8070800,Monk's Magic Flameblade,10000
8070900,Monk's Cold Flameblade,10000
8071000,Monk's Poison Flameblade,10013
8071100,Monk's Blood Flameblade,10013
8071200,Monk's Occult Flameblade,10013
8080000,Beastman's Cleaver,10000
8080100,Beastman's Heavy Cleaver,10000
8080200,Beastman's Keen Cleaver,10000
8080300,Beastman's Quality Cleaver,10000
8080400,Beastman's Fire Cleaver,10005
8080500,Beastman's Flame Art Cleaver,10000
8080600,Beastman's Lightning Cleaver,10000
8080700,Beastman's Sacred Cleaver,10000
8080800,Beastman's Magic Cleaver,10000
8080900,Beastman's Cold Cleaver,10000
8081000,Beastman's Poison Cleaver,10013
8081100,Beastman's Blood Cleaver,10013
8081200,Beastman's Occult Cleaver,10013
8100000,Morgott's Cursed Sword,10013
8900000,,10000
9000000,Uchigatana,10000
9000100,Heavy Uchigatana,10000
9000200,Keen Uchigatana,10000
9000300,Quality Uchigatana,10000
9000400,Fire Uchigatana,10005
9000500,Flame Art Uchigatana,10000
9000600,Lightning Uchigatana,10000
9000700,Sacred Uchigatana,10000
9000800,Magic Uchigatana,10000
9000900,Cold Uchigatana,10000
9001000,Poison Uchigatana,10013
9001100,Blood Uchigatana,10013
9001200,Occult Uchigatana,10013
9010000,Nagakiba,10000
9010100,Heavy Nagakiba,10000
9010200,Keen Nagakiba,10000
9010300,Quality Nagakiba,10000
9010400,Fire Nagakiba,10005
9010500,Flame Art Nagakiba,10000
9010600,Lightning Nagakiba,10000
9010700,Sacred Nagakiba,10000
9010800,Magic Nagakiba,10000
9010900,Cold Nagakiba,10000
9011000,Poison Nagakiba,10013
9011100,Blood Nagakiba,10013
9011200,Occult Nagakiba,10013
9020000,Hand of Malenia,10000
9030000,Meteoric Ore Blade,10000
9040000,Rivers of Blood,10100
9060000,Moonveil,10000
9070000,Dragonscale Blade,10000
9080000,Serpentbone Blade,10000
9080100,Heavy Serpentbone Blade,10000
9080200,Keen Serpentbone Blade,10000
9080300,Quality Serpentbone Blade,10000
9080400,Fire Serpentbone Blade,10005
9080500,Flame Art Serpentbone Blade,10000
9080600,Lightning Serpentbone Blade,10000
9080700,Sacred Serpentbone Blade,10000
9080800,Magic Serpentbone Blade,10000
9080900,Cold Serpentbone Blade,10000
9081000,Poison Serpentbone Blade,10013
9081100,Blood Serpentbone Blade,10013
9081200,Occult Serpentbone Blade,10013
9900000,,10000
9910000,,10000
9911000,,10000
9920000,,10000
9930000,,10000
10000000,Twinblade,10000
10000100,Heavy Twinblade,10000
10000200,Keen Twinblade,10000
10000300,Quality Twinblade,10000
10000400,Fire Twinblade,10005
10000500,Flame Art Twinblade,10000
10000600,Lightning Twinblade,10000
10000700,Sacred Twinblade,10000
10000800,Magic Twinblade,10000
10000900,Cold Twinblade,10000
10001000,Poison Twinblade,10013
10001100,Bloody Twinblade,10013
10001200,Occult Twinblade,10013
10010000,Godskin Peeler,10000
10010100,Heavy Godskin Peeler,10000
10010200,Keen Godskin Peeler,10000
10010300,Quality Godskin Peeler,10000
10010400,Fire Godskin Peeler,10005
10010500,Flame Art Godskin Peeler,10000
10010600,Lightning Godskin Peeler,10000
10010700,Sacred Godskin Peeler,10000
10010800,Magic Godskin Peeler,10000
10010900,Cold Godskin Peeler,10000
10011000,Poison Godskin Peeler,10013
10011100,Blood Godskin Peeler,10013
10011200,Occult Godskin Peeler,10013
10030000,Twinned Knight Swords,10000
10030100,Heavy Twinned Knight Swords,10000
10030200,Keen Twinned Knight Swords,10000
10030300,Quality Twinned Knight Swords,10000
10030400,Fire Twinned Knight Swords,10005
10030500,Flame Art Twinned Knight Swords,10000
10030600,Lightning Twinned Knight Swords,10000
10030700,Sacred Twinned Knight Swords,10000
10030800,Magic Twinned Knight Swords,10000
10030900,Cold Twinned Knight Swords,10000
10031000,Poison Twinned Knight Swords,10013
10031100,Blood Twinned Knight Swords,10013
10031200,Occult Twinned Knight Swords,10013
10050000,Eleonora's Poleblade,10100
10080000,Gargoyle's Twinblade,10000
10080100,Gargoyle's Heavy Twinblade,10000
10080200,Gargoyle's Keen Twinblade,10000
10080300,Gargoyle's Quality Twinblade,10000
10080400,Gargoyle's Fire Twinblade,10005
10080500,Gargoyle's Flame Art Twinblade,10000
10080600,Gargoyle's Lightning Twinblade,10000
10080700,Gargoyle's Sacred Twinblade,10000
10080800,Gargoyle's Magic Twinblade,10000
10080900,Gargoyle's Cold Twinblade,10000
10081000,Gargoyle's Poison Twinblade,10013
10081100,Gargoyle's Blood Twinblade,10013
10081200,Gargoyle's Occult Twinblade,10013
10090000,Gargoyle's Black Blades,10000
11000000,Mace,10000
11000100,Heavy Mace,10000
11000200,Keen Mace,10000
11000300,Quality Mace,10000
11000400,Fire Mace,10005
11000500,Flame Art Mace,10000
11000600,Lightning Mace,10000
11000700,Sacred Mace,10000
11000800,Magic Mace,10000
11000900,Cold Mace,10000
11001000,Poison Mace,10013
11001100,Blood Mace,10013
11001200,Occult Mace,10013
11010000,Club,10000
11010100,Heavy Club,10000
11010200,Keen Club,10000
11010300,Quality Club,10000
11010400,Fire Club,10005
11010500,Flame Art Club,10000
11010600,Lightning Club,10000
11010700,Sacred Club,10000
11010800,Magic Club,10000
11010900,Cold Club,10000
11011000,Poison Club,10013
11011100,Bloody Club,10013
11011200,Occult Club,10013
11030000,Curved Club,10000
11030100,Heavy Curved Club,10000
11030200,Keen Curved Club,10000
11030300,Quality Curved Club,10000
11030400,Fire Curved Club,10005
11030500,Flame Art Curved Club,10000
11030600,Lightning Curved Club,10000
11030700,Sacred Curved Club,10000
11030800,Magic Curved Club,10000
11030900,Cold Curved Club,10000
11031000,Poison Curved Club,10013
11031100,Blood Curved Club,10013
11031200,Occult Curved Club,10013
11040000,Warpick,10000
11040100,Heavy Warpick,10000
11040200,Keen Warpick,10000
11040300,Quality Warpick,10000
11040400,Fire Warpick,10005
11040500,Flame Art Warpick,10000
11040600,Lightning Warpick,10000
11040700,Sacred Warpick,10000
11040800,Magic Warpick,10000
11040900,Cold Warpick,10000
11041000,Poison Warpick,10013
11041100,Blood Warpick,10013
11041200,Occult Warpick,10013
11050000,Morning Star,10000
11050100,Heavy Morning Star,10000
11050200,Keen Morning Star,10000
11050300,Quality Morning Star,10000
11050400,Fire Morning Star,10005
11050500,Flame Art Morning Star,10000
11050600,Lightning Morning Star,10000
11050700,Sacred Morning Star,10000
11050800,Magic Morning Star,10000
11050900,Cold Morning Star,10000
11051000,Poison Morning Star,10013
11051100,Blood Morning Star,10013
11051200,Occult Morning Star,10013
11060000,Varre's Bouquet,10013
11070000,Spiked Club,10000
11070100,Heavy Spiked Club,10000
11070200,Keen Spiked Club,10000
11070300,Quality Spiked Club,10000
11070400,Fire Spiked Club,10005
11070500,Flame Art Spiked Club,10000
11070600,Lightning Spiked Club,10000
11070700,Sacred Spiked Club,10000
11070800,Magic Spiked Club,10000
11070900,Cold Spiked Club,10000
11071000,Poison Spiked Club,10013
11071100,Blood Spiked Club,10013
11071200,Occult Spiked Club,10013
11080000,Hammer,10000
11080100,Heavy Hammer,10000
11080200,Keen Hammer,10000
11080300,Quality Hammer,10000
11080400,Fire Hammer,10005
11080500,Flame Art Hammer,10000
11080600,Lightning Hammer,10000
11080700,Sacred Hammer,10000
11080800,Magic Hammer,10000
11080900,Cold Hammer,10000
11081000,Poison Hammer,10013
11081100,Blood Hammer,10013
11081200,Occult Hammer,10013
11090000,Monk's Flamemace,10000
11090100,Monk's Heavy Flamemace,10000
11090200,Monk's Keen Flamemace,10000
11090300,Monk's Quality Flamemace,10000
11090400,Monk's Fire Flamemace,10005
11090500,Monk's Flame Art Flamemace,10000
11090600,Monk's Lightning Flamemace,10000
11090700,Monk's Sacred Flamemace,10000
11090800,Monk's Magic Flamemace,10000
11090900,Monk's Cold Flamemace,10000
11091000,Monk's Poison Flamemace,10013
11091100,Monk's Blood Flamemace,10013
11091200,Monk's Occult Flamemace,10013
11100000,Envoy's Horn,10000
11110000,Scepter of the All-Knowing,10000
11120000,Nox Flowing Hammer,10000
11130000,Ringed Finger,10000
11140000,Stone Club,10000
11140100,Heavy Stone Club,10000
11140200,Keen Stone Club,10000
11140300,Quality Stone Club,10000
11140400,Fire Stone Club,10005
11140500,Flame Art Stone Club,10000
11140600,Lightning Stone Club,10000
11140700,Sacred Stone Club,10000
11140800,Magic Stone Club,10000
11140900,Cold Stone Club,10000
11141000,Poison Stone Club,10013
11141100,Blood Stone Club,10013
11141200,Occult Stone Club,10013
11150000,Marika's Hammer,10000
11170000,,10000
12000000,Large Club,10000
12000100,Heavy Large Club,10000
12000200,Keen Large Club,10000
12000300,Quality Large Club,10000
12000400,Fire Large Club,10005
12000500,Flame Art Large Club,10000
12000600,Lightning Large Club,10000
12000700,Sacred Large Club,10000
12000800,Magic Large Club,10000
12000900,Cold Large Club,10000
12001000,Poison Large Club,10013
12001100,Blood Large Club,10013
12001200,Occult Large Club,10013
12010000,Greathorn Hammer,10000
12010100,Heavy Greathorn Hammer,10000
12010200,Keen Greathorn Hammer,10000
12010300,Quality Greathorn Hammer,10000
12010400,Fire Greathorn Hammer,10005
12010500,Flame Art Greathorn Hammer,10000
12010600,Lightning Greathorn Hammer,10000
12010700,Sacred Greathorn Hammer,10000
12010800,Magic Greathorn Hammer,10000
12010900,Cold Greathorn Hammer,10000
12011000,Poison Greathorn Hammer,10013
12011100,Blood Greathorn Hammer,10013
12011200,Occult Greathorn Hammer,10013
12020000,Battle Hammer,10000
12020100,Heavy Battle Hammer,10000
12020200,Keen Battle Hammer,10000
12020300,Quality Battle Hammer,10000
12020400,Fire Battle Hammer,10005
12020500,Flame Art Battle Hammer,10000
12020600,Lightning Battle Hammer,10000
12020700,Sacred Battle Hammer,10000
12020800,Magic Battle Hammer,10000
12020900,Cold Battle Hammer,10000
12021000,Poison Battle Hammer,10013
12021100,Blood Battle Hammer,10013
12021200,Occult Battle Hammer,10013
12060000,Great Mace,10000
12060100,Heavy Great Mace,10000
12060200,Keen Great Mace,10000
12060300,Quality Great Mace,10000
12060400,Fire Great Mace,10005
12060500,Flame Art Great Mace,10000
12060600,Lightning Great Mace,10000
12060700,Sacred Great Mace,10000
12060800,Magic Great Mace,10000
12060900,Cold Great Mace,10000
12061000,Poison Great Mace,10013
12061100,Blood Great Mace,10013
12061200,Occult Great Mace,10013
12080000,Curved Great Club,10000
12080100,Heavy Curved Great Club,10000
12080200,Keen Curved Great Club,10000
12080300,Quality Curved Great Club,10000
12080400,Fire Curved Great Club,10005
12080500,Flame Art Curved Great Club,10000
12080600,Lightning Curved Great Club,10000
12080700,Sacred Curved Great Club,10000
12080800,Magic Curved Great Club,10000
12080900,Cold Curved Great Club,10000
12081000,Poison Curved Great Club,10013
12081100,Blood Curved Great Club,10013
12081200,Occult Curved Great Club,10013
12130000,Celebrant's Skull,10000
12130100,Celebrant's Heavy Skull,10000
12130200,Celebrant's Keen Skull,10000
12130300,Celebrant's Quality Skull,10000
12130400,Celebrant's Fire Skull,10005
12130500,Celebrant's Flame Art Skull,10000
12130600,Celebrant's Lightning Skull,10000
12130700,Celebrant's Sacred Skull,10000
12130800,Celebrant's Magic Skull,10000
12130900,Celebrant's Cold Skull,10000
12131000,Celebrant's Poison Skull,10013
12131100,Celebrant's Blood Skull,10013
12131200,Celebrant's Occult Skull,10013
12140000,Pickaxe,10000
12140100,Heavy Pickaxe,10000
12140200,Keen Pickaxe,10000
12140300,Quality Pickaxe,10000
12140400,Fire Pickaxe,10005
12140500,Flame Art Pickaxe,10000
12140600,Lightning Pickaxe,10000
12140700,Sacred Pickaxe,10000
12140800,Magic Pickaxe,10000
12140900,Cold Pickaxe,10000
12141000,Poison Pickaxe,10013
12141100,Blood Pickaxe,10013
12141200,Occult Pickaxe,10013
12150000,Beastclaw Greathammer,10000
12160000,Envoy's Long Horn,10000
12170000,Cranial Vessel Candlestand,10000
12180000,Great Stars,10000
12180100,Heavy Great Stars,10000
12180200,Keen Great Stars,10000
12180300,Quality Great Stars,10000
12180400,Fire Great Stars,10005
12180500,Flame Art Great Stars,10000
12180600,Lightning Great Stars,10000
12180700,Sacred Great Stars,10000
12180800,Magic Great Stars,10000
12180900,Cold Great Stars,10000
12181000,Poison Great Stars,10013
12181100,Blood Great Stars,10013
12181200,Occult Great Stars,10013
12190000,Brick Hammer,10000
12190100,Heavy Brick Hammer,10000
12190200,Keen Brick Hammer,10000
12190300,Quality Brick Hammer,10000
12190400,Fire Brick Hammer,10005
12190500,Flame Art Brick Hammer,10000
12190600,Lightning Brick Hammer,10000
12190700,Sacred Brick Hammer,10000
12190800,Magic Brick Hammer,10000
12190900,Cold Brick Hammer,10000
12191000,Poison Brick Hammer,10013
12191100,Blood Brick Hammer,10013
12191200,Occult Brick Hammer,10013
12200000,Devourer's Scepter,10000
12210000,Rotten Battle Hammer,10000
12210100,Heavy Rotten Battle Hammer,10000
12210200,Keen Rotten Battle Hammer,10000
12210300,Quality Rotten Battle Hammer,10000
12210400,Fire Rotten Battle Hammer,10005
12210500,Flame Art Rotten Battle Hammer,10000
12210600,Lightning Rotten Battle Hammer,10000
12210700,Sacred Rotten Battle Hammer,10000
12210800,Magic Rotten Battle Hammer,10000
12210900,Cold Rotten Battle Hammer,10000
12211000,Poison Rotten Battle Hammer,10013
12211100,Blood Rotten Battle Hammer,10013
12211200,Occult Rotten Battle Hammer,10013
12900000,,10000
12910000,,10005
13000000,Nightrider Flail,10000
13000100,Heavy Nightrider Flail,10000
13000200,Keen Nightrider Flail,10000
13000300,Quality Nightrider Flail,10000
13000400,Fire Nightrider Flail,10005
13000500,Flame Art Nightrider Flail,10000
13000600,Lightning Nightrider Flail,10000
13000700,Sacred Nightrider Flail,10000
13000800,Magic Nightrider Flail,10000
13000900,Cold Nightrider Flail,10000
13001000,Poison Nightrider Flail,10013
13001100,Blood Nightrider Flail,10013
13001200,Occult Nightrider Flail,10013
13010000,Flail,10000
13010100,Heavy Flail,10000
13010200,Keen Flail,10000
13010300,Quality Flail,10000
13010400,Fire Flail,10005
13010500,Flame Art Flail,10000
13010600,Lightning Flail,10000
13010700,Sacred Flail,10000
13010800,Magic Flail,10000
13010900,Cold Flail,10000
13011000,Poison Flail,10013
13011100,Blood Flail,10013
13011200,Occult Flail,10013
13020000,Family Heads,10000
13030000,Bastard's Stars,10000
13040000,Chainlink Flail,10000
13040100,Heavy Chainlink Flail,10000
13040200,Keen Chainlink Flail,10000
13040300,Quality Chainlink Flail,10000
13040400,Fire Chainlink Flail,10005
13040500,Flame Art Chainlink Flail,10000
13040600,Lightning Chainlink Flail,10000
13040700,Sacred Chainlink Flail,10000
13040800,Magic Chainlink Flail,10000
13040900,Cold Chainlink Flail,10000
13041000,Poison Chainlink Flail,10013
13041100,Blood Chainlink Flail,10013
13041200,Occult Chainlink Flail,10013
14000000,Battle Axe,10000
14000100,Heavy Battle Axe,10000
14000200,Keen Battle Axe,10000
14000300,Quality Battle Axe,10000
14000400,Fire Battle Axe,10005
14000500,Flame Art Battle Axe,10000
14000600,Lightning Battle Axe,10000
14000700,Sacred Battle Axe,10000
14000800,Magic Battle Axe,10000
14000900,Cold Battle Axe,10000
14001000,Poison Battle Axe,10013
14001100,Blood Battle Axe,10013
14001200,Occult Battle Axe,10013
14010000,Forked Hatchet,10000
14010100,Heavy Forked Hatchet,10000
14010200,Keen Forked Hatchet,10000
14010300,Quality Forked Hatchet,10000
14010400,Fire Forked Hatchet,10005
14010500,Flame Art Forked Hatchet,10000
14010600,Lightning Forked Hatchet,10000
14010700,Sacred Forked Hatchet,10000
14010800,Magic Forked Hatchet,10000
14010900,Cold Forked Hatchet,10000
14011000,Poison Forked Hatchet,10013
14011100,Blood Forked Hatchet,10013
14011200,Occult Forked Hatchet,10013
14020000,Hand Axe,10000
14020100,Heavy Hand Axe,10000
14020200,Keen Hand Axe,10000
14020300,Quality Hand Axe,10000
14020400,Fire Hand Axe,10005
14020500,Flame Art Hand Axe,10000
14020600,Lightning Hand Axe,10000
14020700,Sacred Hand Axe,10000
14020800,Magic Hand Axe,10000
14020900,Cold Hand Axe,10000
14021000,Poison Hand Axe,10013
14021100,Blood Hand Axe,10013
14021200,Occult Hand Axe,10013
14030000,Jawbone Axe,10000
14030100,Heavy Jawbone Axe,10000
14030200,Keen Jawbone Axe,10000
14030300,Quality Jawbone Axe,10000
14030400,Fire Jawbone Axe,10005
14030500,Flame Art Jawbone Axe,10000
14030600,Lightning Jawbone Axe,10000
14030700,Sacred Jawbone Axe,10000
14030800,Magic Jawbone Axe,10000
14030900,Cold Jawbone Axe,10000
14031000,Poison Jawbone Axe,10013
14031100,Blood Jawbone Axe,10013
14031200,Occult Jawbone Axe,10013
14040000,Iron Cleaver,10000
14040100,Heavy Iron Cleaver,10000
14040200,Keen Iron Cleaver,10000
14040300,Quality Iron Cleaver,10000
14040400,Fire Iron Cleaver,10005
14040500,Flame Art Iron Cleaver,10000
14040600,Lightning Iron Cleaver,10000
14040700,Sacred Iron Cleaver,10000
14040800,Magic Iron Cleaver,10000
14040900,Cold Iron Cleaver,10000
14041000,Poison Iron Cleaver,10013
14041100,Blood Iron Cleaver,10013
14041200,Occult Iron Cleaver,10013
14050000,Ripple Blade,10013
14060000,Celebrant's Cleaver,10000
14060100,Celebrant's Heavy Cleaver,10000
14060200,Celebrant's Keen Cleaver,10000
14060300,Celebrant's Quality Cleaver,10000
14060400,Celebrant's Fire Cleaver,10005
14060500,Celebrant's Flame Art Cleaver Blades,10000
14060600,Celebrant's Lightning Cleaver,10000
14060700,Celebrant's Sacred Cleaver,10000
14060800,Celebrant's Magic Cleaver,10000
14060900,Celebrant's Cold Cleaver,10000
14061000,Celebrant's Poison Cleaver,10013
14061100,Celebrant's Blood Cleaver,10013
14061200,Celebrant's Occult Cleaver,10013
14080000,Icerind Hatchet,10000
14100000,Highland Axe,10000
14100100,Heavy Highland Axe,10000
14100200,Keen Highland Axe,10000
14100300,Quality Highland Axe,10000
14100400,Fire Highland Axe,10005
14100500,Flame Art Highland Axe,10000
14100600,Lightning Highland Axe,10000
14100700,Sacred Highland Axe,10000
14100800,Magic Highland Axe,10000
14100900,Cold Highland Axe,10000
14101000,Poison Highland Axe,10013
14101100,Bloody Highland Axe,10013
14101200,Occult Highland Axe,10013
14110000,Sacrificial Axe,10000
14110100,Heavy Sacrificial Axe,10000
14110200,Keen Sacrificial Axe,10000
14110300,Quality Sacrificial Axe,10000
14110400,Fire Sacrificial Axe,10005
14110500,Flame Art Sacrificial Axe,10000
14110600,Lightning Sacrificial Axe,10000
14110700,Sacred Sacrificial Axe,10000
14110800,Magic Sacrificial Axe,10000
14110900,Cold Sacrificial Axe,10000
14111000,Poison Sacrificial Axe,10013
14111100,Blood Sacrificial Axe,10013
14111200,Occult Sacrificial Axe,10013
14120000,Rosus' Axe,10000
14140000,Stormhawk Axe,10000
15000000,Greataxe,10000
15000100,Heavy Greataxe,10000
15000200,Keen Greataxe,10000
15000300,Quality Greataxe,10000
15000400,Fire Greataxe,10005
15000500,Flame Art Greataxe,10000
15000600,Lightning Greataxe,10000
15000700,Sacred Greataxe,10000
15000800,Magic Greataxe,10000
15000900,Cold Greataxe,10000
15001000,Poison Greataxe,10013
15001100,Blood Greataxe,10013
15001200,Occult Greataxe,10013
15010000,Warped Axe,10000
15010100,Heavy Warped Axe,10000
15010200,Keen Warped Axe,10000
15010300,Quality Warped Axe,10000
15010400,Fire Warped Axe,10005
15010500,Flame Art Warped Axe,10000
15010600,Lightning Warped Axe,10000
15010700,Sacred Warped Axe,10000
15010800,Magic Warped Axe,10000
15010900,Cold Warped Axe,10000
15011000,Poison Warped Axe,10013
15011100,Blood Warped Axe,10013
15011200,Occult Warped Axe,10013
15020000,Great Omenkiller Cleaver,10000
15020100,Heavy Great Omenkiller Cleaver,10000
15020200,Keen Great Omenkiller Cleaver,10000
15020300,Quality Great Omenkiller Cleaver,10000
15020400,Fire Great Omenkiller Cleaver,10005
15020500,Flame Art Great Omenkiller Cleaver,10000
15020600,Lightning Great Omenkiller Cleaver,10000
15020700,Sacred Great Omenkiller Cleaver,10000
15020800,Magic Great Omenkiller Cleaver,10000
15020900,Cold Great Omenkiller Cleaver,10000
15021000,Poison Great Omenkiller Cleaver,10013
15021100,Blood Great Omenkiller Cleaver,10013
15021200,Occult Great Omenkiller Cleaver,10013
15030000,Crescent Moon Axe,10000
15030100,Heavy Crescent Moon Axe,10000
15030200,Keen Crescent Moon Axe,10000
15030300,Quality Crescent Moon Axe,10000
15030400,Fire Crescent Moon Axe,10005
15030500,Flame Art Crescent Moon Axe,10000
15030600,Lightning Crescent Moon Axe,10000
15030700,Sacred Crescent Moon Axe,10000
15030800,Magic Crescent Moon Axe,10000
15030900,Cold Crescent Moon Axe,10000
15031000,Poison Crescent Moon Axe,10013
15031100,Blood Crescent Moon Axe,10013
15031200,Occult Crescent Moon Axe,10013
15040000,Axe of Godrick,10000
15050000,Longhaft Axe,10000
15050100,Heavy Longhaft Axe,10000
15050200,Keen Longhaft Axe,10000
15050300,Quality Longhaft Axe,10000
15050400,Fire Longhaft Axe,10005
15050500,Flame Art Longhaft Axe,10000
15050600,Lightning Longhaft Axe,10000
15050700,Sacred Longhaft Axe,10000
15050800,Magic Longhaft Axe,10000
15050900,Cold Longhaft Axe,10000
15051000,Poison Longhaft Axe,10013
15051100,Blood Longhaft Axe,10013
15051200,Occult Longhaft Axe,10013
15060000,Rusted Anchor,10000
15060100,Heavy Rusted Anchor,10000
15060200,Keen Rusted Anchor,10000
15060300,Quality Rusted Anchor,10000
15060400,Fire Rusted Anchor,10005
15060500,Flame Art Rusted Anchor,10000
15060600,Lightning Rusted Anchor,10000
15060700,Sacred Rusted Anchor,10000
15060800,Magic Rusted Anchor,10000
15060900,Cold Rusted Anchor,10000
15061000,Poison Rusted Anchor,10013
15061100,Blood Rusted Anchor,10013
15061200,Occult Rusted Anchor,10013
15080000,Executioner's Greataxe,10000
15080100,Executioner's Heavy Greataxe,10000
15080200,Executioner's Keen Greataxe,10000
15080300,Executioner's Quality Greataxe,10000
15080400,Executioner's Fire Greataxe,10005
15080500,Executioner's Flame Art Greataxe,10000
15080600,Executioner's Lightning Greataxe,10000
15080700,Executioner's Sacred Greataxe,10000
15080800,Executioner's Magic Greataxe,10000
15080900,Executioner's Cold Greataxe,10000
15081000,Executioner's Poison Greataxe,10013
15081100,Executioner's Blood Greataxe,10013
15081200,Executioner's Occult Greataxe,10013
15110000,Winged Greathorn,10000
15120000,Butchering Knife,10000
15120100,Heavy Butchering Knife,10000
15120200,Keen Butchering Knife,10000
15120300,Quality Butchering Knife,10000
15120400,Fire Butchering Knife,10005
15120500,Flame Art Butchering Knife,10000
15120600,Lightning Butchering Knife,10000
15120700,Sacred Butchering Knife,10000
15120800,Magic Butchering Knife,10000
15120900,Cold Butchering Knife,10000
15121000,Poison Butchering Knife,10013
15121100,Blood Butchering Knife,10013
15121200,Occult Butchering Knife,10013
15130000,Gargoyle's Great Axe,10000
15130100,Gargoyle's Heavy Great Axe,10000
15130200,Gargoyle's Keen Great Axe,10000
15130300,Gargoyle's Quality Great Axe,10000
15130400,Gargoyle's Fire Great Axe,10005
15130500,Gargoyle's Flame Art Great Axe,10000
15130600,Gargoyle's Lightning Great Axe,10000
15130700,Gargoyle's Sacred Great Axe,10000
15130800,Gargoyle's Magic Great Axe,10000
15130900,Gargoyle's Cold Great Axe,10000
15131000,Gargoyle's Poison Great Axe,10013
15131100,Gargoyle's Blood Great Axe,10013
15131200,Gargoyle's Occult Great Axe,10013
15140000,Gargoyle's Black Axe,10000
15900000,,10000
16000000,Short Spear,10000
16000100,Heavy Short Spear,10000
16000200,Keen Short Spear,10000
16000300,Quality Short Spear,10000
16000400,Fire Short Spear,10005
16000500,Flame Art Short Spear,10000
16000600,Lightning Short Spear,10000
16000700,Sacred Short Spear,10000
16000800,Magic Short Spear,10000
16000900,Cold Short Spear,10000
16001000,Poison Short Spear,10013
16001100,Blood Short Spear,10013
16001200,Occult Short Spear,10013
16010000,Spear,10000
16010100,Heavy Spear,10000
16010200,Keen Spear,10000
16010300,Quality Spear,10000
16010400,Fire Spear,10005
16010500,Flame Art Spear,10000
16010600,Lightning Spear,10000
16010700,Sacred Spear,10000
16010800,Magic Spear,10000
16010900,Cold Spear,10000
16011000,Poison Spear,10013
16011100,Bloody Spear,10013
16011200,Occult Spear,10013
16020000,Crystal Spear,10000
16030000,Clayman's Harpoon,10000
16030100,Clayman's Heavy Harpoon,10000
16030200,Clayman's Keen Harpoon,10000
16030300,Clayman's Quality Harpoon,10000
16030400,Clayman's Fire Harpoon,10005
16030500,Clayman's Flame Art Harpoon,10000
16030600,Clayman's Lightning Harpoon,10000
16030700,Clayman's Sacred Harpoon,10000
16030800,Clayman's Magic Harpoon,10000
16030900,Clayman's Cold Harpoon,10000
16031000,Clayman's Poison Harpoon,10013
16031100,Clayman's Blood Harpoon,10013
16031200,Clayman's Occult Harpoon,10013
16040000,Cleanrot Spear,10000
16050000,Partisan,10000
16050100,Heavy Partisan,10000
16050200,Keen Partisan,10000
16050300,Quality Partisan,10000
16050400,Fire Partisan,10005
16050500,Flame Art Partisan,10000
16050600,Lightning Partisan,10000
16050700,Sacred Partisan,10000
16050800,Magic Partisan,10000
16050900,Cold Partisan,10000
16051000,Poison Partisan,10013
16051100,Blood Partisan,10013
16051200,Occult Partisan,10013
16060000,Celebrant's Rib-Rake,10000
16060100,Celebrant's Heavy Rib-Rake,10000
16060200,Celebrant's Keen Rib-Rake,10000
16060300,Celebrant's Quality Rib-Rake,10000
16060400,Celebrant's Fire Rib-Rake,10005
16060500,Celebrant's Flame Art Rib-Rake,10000
16060600,Celebrant's Lightning Rib-Rake,10000
16060700,Celebrant's Sacred Rib-Rake,10000
16060800,Celebrant's Magic Rib-Rake,10000
16060900,Celebrant's Cold Rib-Rake,10000
16061000,Celebrant's Poison Rib-Rake,10013
16061100,Celebrant's Blood Rib-Rake,10013
16061200,Celebrant's Occult Rib-Rake,10013
16070000,Pike,10000
16070100,Heavy Pike,10000
16070200,Keen Pike,10000
16070300,Quality Pike,10000
16070400,Fire Pike,10005
16070500,Flame Art Pike,10000
16070600,Lightning Pike,10000
16070700,Sacred Pike,10000
16070800,Magic Pike,10000
16070900,Cold Pike,10000
16071000,Poison Pike,10013
16071100,Blood Pike,10013
16071200,Occult Pike,10013
16080000,Torchpole,10000
16090000,Bolt of Gransax,10000
16110000,Cross-Naginata,10000
16110100,Heavy Cross-Naginata,10000
16110200,Keen Cross-Naginata,10000
16110300,Quality Cross-Naginata,10000
16110400,Fire Cross-Naginata,10005
16110500,Flame Art Cross-Naginata,10000
16110600,Lightning Cross-Naginata,10000
16110700,Sacred Cross-Naginata,10000
16110800,Magic Cross-Naginata,10000
16110900,Cold Cross-Naginata,10000
16111000,Poison Cross-Naginata,10013
16111100,Blood Cross-Naginata,10013
16111200,Occult Cross-Naginata,10013
